bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_proto=gre|L2_service=-,L2,L1_proto=gre,59,17,1.0,1.0,0.3,0.1,,,,,,,True,0,76,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,12.0,1.0,0.0,1.0,0.0,1,1.0
L1_proto=gre,L1,ROOT,0,17,,1.0,0.3,0.1,,,,,,,True,0,76,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,1.0
L1_proto=rsvp,L1,ROOT,42,10,1.0,1.0,0.3,0.1,,,,,,,True,0,52,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,1.0
L1_proto=rsvp|L2_service=-,L2,L1_proto=rsvp,42,10,1.0,1.0,0.3,0.1,,,,,,,True,0,52,1.0,,,bac_regret,,0.2753589922847722,,True,ROOT,,12.0,1.0,0.0,1.0,0.0,1,1.0
L1_proto=udp|L2_service=others,L2,L1_proto=udp,39,11,0.9743589743589743,1.0,0.3,0.1,,,,,,,True,0,50,0.98,,,bac_regret,,0.2753589922847722,,True,ROOT,,,,,,,1,0.98
ROOT,L1,,44,34,1.0,1.0,0.3,0.1,,,,,,,False,0,65865,0.5505959158885599,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.5505959158885599
L1_proto=tcp,L1,ROOT,0,37,,0.2702702702702703,0.3,0.1,,,,,,,True,0,34548,0.3539423410906565,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.3539423410906565
L1_proto=tcp|L2_service=-,L2,L1_proto=tcp,18850,4695,0.2739522546419098,0.26964856230031947,0.3,0.1,0.6095846645367412,0.4705662492991964,0.3082007343941248,0.9944707740916272,0.00021299254526091586,0.8700745473908413,True,4695,23545,0.2730940751751964,0.5850160811257203,0.5853989321634954,bac_regret,-0.02456858341102086,0.27256743162378794,-0.2971360150348088,True,ROOT,,5787.0,0.2780369794366684,0.0,0.8709175738724728,0.607568688439606,2,0.2730940751751964
L1_proto=udp,L1,ROOT,36,16,0.9722222222222222,0.9375,0.3,0.1,,,,,,,True,0,23485,0.7258675750479029,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.7258675750479029
L1_proto=udp|L2_service=dns,L2,L1_proto=udp,13640,3383,0.8574780058651026,0.8613656517883536,0.3,0.1,0.010345846881466154,0.9981122361420971,0.9982835564709921,0.9979409746053535,0.0,0.8610700561631688,False,3383,17023,0.8582506021265347,0.9936399968975594,0.9936399968975596,bac_regret,0.9832941500160933,0.27256743162378794,0.7107267183923054,False,L1_proto=udp|L2_service=dns,,4329.0,0.8486948486948487,0.0,0.8477708477708478,0.01155001155001155,2,0.8582506021265347
L1_proto=tcp|L2_service=http,L2,L1_proto=tcp,5245,1377,0.5222116301239276,0.49818445896877267,0.3,0.1,0.4989106753812636,0.6663428848955804,0.4996358339402768,1.0,0.0,0.9970951343500363,True,1377,6622,0.5172153427967382,0.5028943560057887,0.5028943560057887,bac_regret,0.003983680624525088,0.27256743162378794,-0.26858375099926285,True,ROOT,,1665.0,0.5099099099099099,0.0,1.0,0.4900900900900901,2,0.5172153427967382
L1_proto=udp|L2_service=-,L2,L1_proto=udp,5155,1255,0.36973811833171677,0.38326693227091635,0.3,0.1,0.5091633466135458,0.619079386257505,0.45579567779960706,0.9646569646569647,0.0,0.8111553784860558,True,1255,6410,0.37238689547581905,0.624447345377578,0.6232010185498558,bac_regret,0.11528399876403217,0.27256743162378794,-0.15728343285975577,True,ROOT,,1592.0,0.3693467336683417,0.0,0.7971105527638191,0.5182160804020101,2,0.37238689547581905
L1_proto=others,L1,ROOT,3231,821,0.7969668833178583,0.8112058465286236,0.3,0.1,,,,,,,True,0,4052,0.7998519249753209,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,0.7998519249753209
L1_proto=unas|L2_service=-,L2,L1_proto=unas,2232,552,1.0,1.0,0.3,0.1,,,,,,,True,0,2784,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,731.0,1.0,0.0,1.0,0.0,2,1.0
L1_proto=unas,L1,ROOT,0,0,,,0.3,0.1,,,,,,,True,0,2784,1.0,,,bac_regret,,0.27256743162378794,,True,ROOT,,,,,,,2,1.0
L1_proto=tcp|L2_service=smtp,L2,L1_proto=tcp,1200,287,0.6733333333333333,0.6445993031358885,0.3,0.1,0.3554006968641115,0.7838983050847458,0.6445993031358885,1.0,0.0,1.0,True,287,1487,0.667787491593813,0.5,0.4918918918918919,bac_regret,0.14459930313588848,0.27256743162378794,-0.12796812848789946,True,ROOT,,364.0,0.6126373626373627,0.0,1.0,0.3873626373626374,2,0.667787491593813
