bucket_id,level,assigned_samples,used_local_decision,fallback_to_parent,fallback_from_children,parent_id,is_weak,effective_bucket_id
L1_Location=Walpole|L2_RainToday=others,2,49,0,49,0,L1_Location=Walpole,True,ROOT
L1_Location=Walpole|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,450,0,450,0,L1_Location=Walpole|L2_RainToday=rain_today_no,True,L1_Location=Walpole|L2_RainToday=rain_today_no
L1_Location=Walpole|L2_RainToday=rain_today_no,2,0,1842,0,1842,L1_Location=Walpole,False,L1_Location=Walpole|L2_RainToday=rain_today_no
L1_Location=Walpole|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1315,0,1315,0,L1_Location=Walpole|L2_RainToday=rain_today_no,True,L1_Location=Walpole|L2_RainToday=rain_today_no
L1_Location=Walpole|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,77,0,77,0,L1_Location=Walpole|L2_RainToday=rain_today_no,True,L1_Location=Walpole|L2_RainToday=rain_today_no
L1_Location=Walpole|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,449,449,0,0,L1_Location=Walpole|L2_RainToday=rain_today_yes,False,L1_Location=Walpole|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=Walpole|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,460,0,460,0,L1_Location=Walpole|L2_RainToday=rain_today_yes,True,ROOT
L1_Location=Walpole|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,19,0,19,0,L1_Location=Walpole|L2_RainToday=rain_today_yes,True,ROOT
L1_Location=Watsonia|L2_RainToday=others,2,9,0,9,0,L1_Location=Watsonia,True,ROOT
L1_Location=Watsonia|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,619,0,619,0,L1_Location=Watsonia|L2_RainToday=rain_today_no,True,L1_Location=Watsonia|L2_RainToday=rain_today_no
L1_Location=Watsonia|L2_RainToday=rain_today_no,2,0,2256,0,2256,L1_Location=Watsonia,False,L1_Location=Watsonia|L2_RainToday=rain_today_no
L1_Location=Watsonia|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1365,0,1365,0,L1_Location=Watsonia|L2_RainToday=rain_today_no,True,L1_Location=Watsonia|L2_RainToday=rain_today_no
L1_Location=Watsonia|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,272,0,272,0,L1_Location=Watsonia|L2_RainToday=rain_today_no,True,L1_Location=Watsonia|L2_RainToday=rain_today_no
L1_Location=Watsonia|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,447,0,447,0,L1_Location=Watsonia|L2_RainToday=rain_today_yes,True,L1_Location=Watsonia|L2_RainToday=rain_today_yes
L1_Location=Watsonia|L2_RainToday=rain_today_yes,2,0,734,0,734,L1_Location=Watsonia,False,L1_Location=Watsonia|L2_RainToday=rain_today_yes
L1_Location=Watsonia|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,287,0,287,0,L1_Location=Watsonia|L2_RainToday=rain_today_yes,True,L1_Location=Watsonia|L2_RainToday=rain_today_yes
L1_Location=Williamtown|L2_RainToday=others,2,177,0,177,0,L1_Location=Williamtown,True,ROOT
L1_Location=Williamtown|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,552,0,552,0,L1_Location=Williamtown|L2_RainToday=rain_today_no,True,L1_Location=Williamtown|L2_RainToday=rain_today_no
L1_Location=Williamtown|L2_RainToday=rain_today_no,2,0,1741,0,1741,L1_Location=Williamtown,False,L1_Location=Williamtown|L2_RainToday=rain_today_no
L1_Location=Williamtown|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1020,0,1020,0,L1_Location=Williamtown|L2_RainToday=rain_today_no,True,L1_Location=Williamtown|L2_RainToday=rain_today_no
L1_Location=Williamtown|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,169,0,169,0,L1_Location=Williamtown|L2_RainToday=rain_today_no,True,L1_Location=Williamtown|L2_RainToday=rain_today_no
L1_Location=Williamtown|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,348,0,348,0,L1_Location=Williamtown|L2_RainToday=rain_today_yes,True,L1_Location=Williamtown|L2_RainToday=rain_today_yes
L1_Location=Williamtown|L2_RainToday=rain_today_yes,2,0,635,0,635,L1_Location=Williamtown,False,L1_Location=Williamtown|L2_RainToday=rain_today_yes
L1_Location=Williamtown|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,287,0,287,0,L1_Location=Williamtown|L2_RainToday=rain_today_yes,True,L1_Location=Williamtown|L2_RainToday=rain_today_yes
L1_Location=Witchcliffe|L2_RainToday=others,2,28,0,28,0,L1_Location=Witchcliffe,True,L1_Location=Witchcliffe
L1_Location=Witchcliffe,1,0,28,0,28,ROOT,False,L1_Location=Witchcliffe
L1_Location=Witchcliffe|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1464,0,1464,0,L1_Location=Witchcliffe|L2_RainToday=rain_today_no,True,L1_Location=Witchcliffe|L2_RainToday=rain_today_no
L1_Location=Witchcliffe|L2_RainToday=rain_today_no,2,0,2053,0,2053,L1_Location=Witchcliffe,False,L1_Location=Witchcliffe|L2_RainToday=rain_today_no
L1_Location=Witchcliffe|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,589,0,589,0,L1_Location=Witchcliffe|L2_RainToday=rain_today_no,True,L1_Location=Witchcliffe|L2_RainToday=rain_today_no
L1_Location=Witchcliffe|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_mid,3,504,0,504,0,L1_Location=Witchcliffe|L2_RainToday=rain_today_yes,True,L1_Location=Witchcliffe|L2_RainToday=rain_today_yes
L1_Location=Witchcliffe|L2_RainToday=rain_today_yes,2,0,871,0,871,L1_Location=Witchcliffe,False,L1_Location=Witchcliffe|L2_RainToday=rain_today_yes
L1_Location=Witchcliffe|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,367,0,367,0,L1_Location=Witchcliffe|L2_RainToday=rain_today_yes,True,L1_Location=Witchcliffe|L2_RainToday=rain_today_yes
L1_Location=Wollongong|L2_RainToday=others,2,40,0,40,0,L1_Location=Wollongong,True,ROOT
L1_Location=Wollongong|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_high,3,872,0,872,0,L1_Location=Wollongong|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Wollongong|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,1071,0,1071,0,L1_Location=Wollongong|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Wollongong|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,296,0,296,0,L1_Location=Wollongong|L2_RainToday=rain_today_no,True,ROOT
L1_Location=Wollongong|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high,3,439,439,0,0,L1_Location=Wollongong|L2_RainToday=rain_today_yes,False,L1_Location=Wollongong|L2_RainToday=rain_today_yes|L3_Humidity3pm=hum_high
L1_Location=Wollongong|L2_RainToday=rain_today_yes|L3_Humidity3pm=others,3,265,0,265,0,L1_Location=Wollongong|L2_RainToday=rain_today_yes,True,L1_Location=Wollongong|L2_RainToday=rain_today_yes
L1_Location=Wollongong|L2_RainToday=rain_today_yes,2,0,265,0,265,L1_Location=Wollongong,False,L1_Location=Wollongong|L2_RainToday=rain_today_yes
L1_Location=Woomera|L2_RainToday=others,2,207,0,207,0,L1_Location=Woomera,True,ROOT
L1_Location=Woomera|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_low,3,2280,0,2280,0,L1_Location=Woomera|L2_RainToday=rain_today_no,True,L1_Location=Woomera|L2_RainToday=rain_today_no
L1_Location=Woomera|L2_RainToday=rain_today_no,2,0,2783,0,2783,L1_Location=Woomera,False,L1_Location=Woomera|L2_RainToday=rain_today_no
L1_Location=Woomera|L2_RainToday=rain_today_no|L3_Humidity3pm=hum_mid,3,423,0,423,0,L1_Location=Woomera|L2_RainToday=rain_today_no,True,L1_Location=Woomera|L2_RainToday=rain_today_no
L1_Location=Woomera|L2_RainToday=rain_today_no|L3_Humidity3pm=others,3,80,0,80,0,L1_Location=Woomera|L2_RainToday=rain_today_no,True,L1_Location=Woomera|L2_RainToday=rain_today_no
