dataset,metric,gain
Credit,BAC,0.0162038109057977
Credit,BAC,0.006971925576576721
Credit,BAC,0.018073987336282404
Credit,BAC,-0.06209437798107753
Credit,BAC,-0.022166038845714442
Credit,BAC,0.006815365551425034
Credit,BAC,-0.004746317512274889
Diabetic,BAC,0.001586505353839529
Diabetic,BAC,0.02259817572071865
Diabetic,BAC,0.09522402879483682
Diabetic,BAC,0.04950711518545514
Diabetic,BAC,-0.028919330289193246
Diabetic,BAC,0.03151284382814279
Diabetic,BAC,0.0
Diabetic,BAC,-0.003694581280788145
Diabetic,BAC,0.0635017421602787
Diabetic,BAC,-0.007407407407407418
Diabetic,BAC,-0.005494505494505475
Diabetic,BAC,0.025000000000000022
Diabetic,BAC,0.03899572649572647
Diabetic,BAC,0.004464285714285698
Diabetic,BAC,-0.051851851851851816
Diabetic,BAC,0.0647321428571429
Diabetic,BAC,0.05212765957446808
Diabetic,BAC,0.0015517665969541072
Diabetic,BAC,0.025663459463630578
Diabetic,BAC,0.13644657012532657
Diabetic,BAC,0.03281105990783406
Diabetic,BAC,0.028213166144200663
Diabetic,BAC,0.02938234558639663
Diabetic,BAC,0.0
Diabetic,BAC,0.017676767676767624
Diabetic,BAC,0.05626736647113306
Diabetic,BAC,0.0
Diabetic,BAC,0.05238095238095242
Diabetic,BAC,0.1542207792207792
Diabetic,BAC,-0.004545454545454519
Diabetic,BAC,-0.01366843033509696
Diabetic,BAC,0.015789473684210464
Diabetic,BAC,0.006117908787541815
Diabetic,BAC,-0.11775362318840588
Diabetic,BAC,0.0
Diabetic,BAC,0.0016525762794419308
Diabetic,BAC,0.02920541399112153
Diabetic,BAC,0.09389477977161498
Diabetic,BAC,0.04222821203953292
Diabetic,BAC,0.03184921682253716
Diabetic,BAC,0.04271942369828918
Diabetic,BAC,0.0
Diabetic,BAC,-0.009310344827586192
Diabetic,BAC,0.03571428571428581
Diabetic,BAC,-0.011278195488721887
Diabetic,BAC,0.029761904761904767
Diabetic,BAC,0.04385964912280693
Diabetic,BAC,0.05384615384615388
Diabetic,BAC,0.13675213675213688
Diabetic,BAC,-0.07818181818181819
Diabetic,BAC,-0.08143939393939392
Diabetic,BAC,0.037878787878787845
Diabetic,BAC,-0.00044164802460361363
Diabetic,BAC,0.03914960521734523
Diabetic,BAC,0.11559737361599864
Diabetic,BAC,0.025763486206290653
Diabetic,BAC,0.047946461312798005
Diabetic,BAC,-0.03170838502517692
Diabetic,BAC,0.0
Diabetic,BAC,-0.022368717601983334
Diabetic,BAC,0.02798619447779105
Diabetic,BAC,-0.008333333333333415
Diabetic,BAC,-0.015000000000000013
Diabetic,BAC,0.03229166666666661
Diabetic,BAC,0.10237556561085981
Diabetic,BAC,0.096244131455399
Diabetic,BAC,-0.1233108108108108
Diabetic,BAC,-0.06998069498069492
Diabetic,BAC,0.04761904761904767
Diabetic,BAC,0.0
Diabetic,BAC,-0.000496538542237912
Diabetic,BAC,0.021037818352932836
Diabetic,BAC,0.06143022530946651
Diabetic,BAC,0.03636074024732833
Diabetic,BAC,0.0422771132658597
Diabetic,BAC,-0.02319398606527323
Diabetic,BAC,0.0
Diabetic,BAC,-0.016038492381716063
Diabetic,BAC,0.030336134453781582
Diabetic,BAC,0.013264554163596176
