bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_age=very_old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=high,695,302,0.43597122302158275,0.46357615894039733,0.45,0.3,0.1630794701986755,0.8239202657807309,0.7701863354037267,0.8857142857142857,0.08609271523178808,0.5331125827814569,False,302,997,0.44433299899699097,,247.0,0.41295546558704455,0.0,0.5344129554655871,0.2145748987854251,2,0.44433299899699097
L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=high,610,259,0.36065573770491804,0.36293436293436293,0.5,0.35,0.2055984555984556,0.7415730337078651,0.7857142857142857,0.7021276595744681,0.10424710424710425,0.32432432432432434,False,259,869,0.3613348676639816,,231.0,0.354978354978355,0.0,0.2597402597402597,0.2435064935064935,2,0.3613348676639816
L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=mid,493,238,0.3286004056795132,0.31092436974789917,0.35,0.25,0.20168067226890757,0.6982248520710059,0.6210526315789474,0.7972972972972973,0.12605042016806722,0.39915966386554624,False,238,731,0.3228454172366621,,185.0,0.2702702702702703,0.0,0.34594594594594597,0.27297297297297296,2,0.3228454172366621
L1_age=very_old|L2_education=top,L2,L1_age=very_old,160,181,0.56875,0.6519337016574586,0.4,0.1,0.19613259668508287,0.8492063492063493,0.7985074626865671,0.9067796610169492,0.19337016574585636,0.7403314917127072,False,181,619,0.654281098546042,,,,,,,2,0.654281098546042
L1_age=very_old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=mid,414,194,0.07246376811594203,0.061855670103092786,0.4,0.35,0.061855670103092786,0.5,1.0,0.3333333333333333,0.0,0.020618556701030927,False,194,608,0.06907894736842106,,149.0,0.087248322147651,0.0,0.040268456375838924,0.07214765100671142,2,0.06907894736842106
L1_age=mid|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=mid,416,171,0.15384615384615385,0.15204678362573099,0.4,0.3,0.17251461988304093,0.36363636363636365,0.8571428571428571,0.23076923076923078,0.06432748538011696,0.04093567251461988,False,171,587,0.15332197614991483,,152.0,0.24342105263157895,0.0,0.11842105263157894,0.24342105263157895,2,0.15332197614991483
L1_age=old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=top,347,165,0.6311239193083573,0.6363636363636364,0.6,0.25,0.1893939393939394,0.8502415458937198,0.8627450980392157,0.8380952380952381,0.17575757575757575,0.6181818181818182,False,165,512,0.6328125,,150.0,0.62,0.0,0.6266666666666667,0.15833333333333333,2,0.6328125
L1_age=old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=top,320,133,0.790625,0.8345864661654135,0.4,0.2,0.10338345864661654,0.9270386266094421,0.8852459016393442,0.972972972972973,0.05263157894736842,0.9172932330827067,False,133,453,0.8035320088300221,,113.0,0.8053097345132744,0.0,0.9380530973451328,0.12168141592920353,2,0.8035320088300221
L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=high,305,142,0.5639344262295082,0.5563380281690141,0.55,0.25,0.2130281690140845,0.7999999999999999,0.8157894736842105,0.7848101265822784,0.2887323943661972,0.5352112676056338,False,142,447,0.5615212527964206,,96.0,0.5208333333333334,0.0,0.5729166666666666,0.19791666666666666,2,0.5615212527964206
L1_age=very_old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=high,309,136,0.22653721682847897,0.19117647058823528,0.55,0.4,0.15073529411764705,0.6363636363636364,0.7777777777777778,0.5384615384615384,0.04411764705882353,0.1323529411764706,False,136,445,0.2157303370786517,,101.0,0.25742574257425743,0.0,0.0891089108910891,0.2698019801980198,2,0.2157303370786517
L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=high,295,148,0.19322033898305085,0.30405405405405406,0.4,0.2,0.13344594594594594,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.11486486486486487,0.30405405405405406,False,148,443,0.23024830699774265,,106.0,0.16981132075471697,0.0,0.16037735849056603,0.08962264150943396,2,0.23024830699774265
L1_age=mid|L2_education=top,L2,L1_age=mid,98,127,0.37755102040816324,0.49606299212598426,0.4,0.15,0.17519685039370078,0.8208955223880596,0.7746478873239436,0.873015873015873,0.13385826771653545,0.5590551181102362,False,127,438,0.4497716894977169,,,,,,,2,0.4497716894977169
L1_age=mid|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=high,306,114,0.13398692810457516,0.10526315789473684,0.55,0.15,0.09429824561403509,0.5,1.0,0.3333333333333333,0.13157894736842105,0.03508771929824561,False,114,420,0.1261904761904762,,114.0,0.10526315789473684,0.0,0.07017543859649122,0.07675438596491228,2,0.1261904761904762
L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=mid,288,130,0.08680555555555555,0.038461538461538464,0.4,0.35,0.021153846153846155,0.7499999999999999,1.0,0.6,0.023076923076923078,0.023076923076923078,False,130,418,0.07177033492822966,,119.0,0.09243697478991597,0.0,0.05042016806722689,0.05672268907563025,2,0.07177033492822966
L1_age=very_old|L2_education=low,L2,L1_age=very_old,161,115,0.049689440993788817,0.08695652173913043,0.45,0.4,0.05217391304347826,0.7499999999999999,1.0,0.6,0.0,0.05217391304347826,False,115,401,0.06234413965087282,,,,,,,2,0.06234413965087282
L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=mid,274,89,0.032846715328467155,0.033707865168539325,0.5,0.45,0.033707865168539325,0.5,1.0,0.3333333333333333,0.0,0.011235955056179775,False,89,363,0.03305785123966942,,107.0,0.04672897196261682,0.0,0.028037383177570093,0.07009345794392523,2,0.03305785123966942
L1_age=very_old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=mid,243,110,0.36213991769547327,0.34545454545454546,0.45,0.15,0.25681818181818183,0.6478873239436619,0.696969696969697,0.6052631578947368,0.44545454545454544,0.3,False,110,353,0.35694050991501414,,98.0,0.3979591836734694,0.0,0.29591836734693877,0.2729591836734694,2,0.35694050991501414
L1_age=old|L2_education=low,L2,L1_age=old,98,72,0.08163265306122448,0.041666666666666664,0.35,0.3,0.0625,0.0,0.0,0.0,0.0,0.0,False,72,265,0.06415094339622641,,,,,,,2,0.06415094339622641
L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=top,184,78,0.6467391304347826,0.6666666666666666,0.6,0.2,0.14743589743589744,0.8932038834951457,0.9019607843137255,0.8846153846153846,0.19230769230769232,0.6538461538461539,False,78,262,0.6526717557251909,,61.0,0.7049180327868853,0.0,0.7049180327868853,0.1762295081967213,2,0.6526717557251909
L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=high,165,74,0.07272727272727272,0.10810810810810811,0.35,0.1,0.07432432432432433,0.6666666666666666,1.0,0.5,0.08108108108108109,0.05405405405405406,False,74,239,0.08368200836820083,,52.0,0.057692307692307696,0.0,0.07692307692307693,0.09134615384615384,2,0.08368200836820083
L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=top,162,74,0.7716049382716049,0.7162162162162162,0.4,0.35,0.1554054054054054,0.8760330578512397,0.7794117647058824,1.0,0.013513513513513514,0.918918918918919,False,74,236,0.7542372881355932,,42.0,0.8095238095238095,0.0,0.8333333333333334,0.16666666666666666,2,0.7542372881355932
L1_age=young|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=mid,149,64,0.040268456375838924,0.0625,0.35,0.25,0.046875,0.6666666666666666,1.0,0.5,0.0,0.03125,False,64,213,0.046948356807511735,,54.0,0.07407407407407407,0.0,0.0,0.08333333333333333,2,0.046948356807511735
L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=top,147,62,0.4489795918367347,0.4838709677419355,0.35,0.3,0.125,0.8615384615384616,0.8,0.9333333333333333,0.03225806451612903,0.5645161290322581,False,62,209,0.45933014354066987,,50.0,0.42,0.0,0.52,0.2,2,0.45933014354066987
L1_age=very_old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=low,156,50,0.057692307692307696,0.08,0.4,0.35,0.03,0.8571428571428571,1.0,0.75,0.0,0.06,False,50,206,0.06310679611650485,,55.0,0.10909090909090909,0.0,0.0,0.16363636363636364,2,0.06310679611650485
L1_age=mid|L2_education=low,L2,L1_age=mid,118,57,0.01694915254237288,0.03508771929824561,0.55,0.5,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,False,57,175,0.022857142857142857,,,,,,,2,0.022857142857142857
L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=top,118,53,0.5254237288135594,0.5283018867924528,0.6,0.15,0.20754716981132076,0.8,0.9090909090909091,0.7142857142857143,0.41509433962264153,0.41509433962264153,False,53,171,0.5263157894736842,,51.0,0.5882352941176471,0.0,0.5686274509803921,0.23039215686274508,2,0.5263157894736842
L1_age=old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=low,118,46,0.05084745762711865,0.043478260869565216,0.35,0.15,0.05434782608695652,0.0,0.0,0.0,0.043478260869565216,0.0,False,46,164,0.04878048780487805,,48.0,0.0,0.0,0.0,0.020833333333333332,2,0.04878048780487805
L1_age=very_old|L2_education=low|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=low,90,49,0.022222222222222223,0.02040816326530612,0.35,0.15,0.030612244897959183,0.0,0.0,0.0,0.0,0.0,False,49,139,0.02158273381294964,,31.0,0.03225806451612903,0.0,0.0,0.04838709677419355,2,0.02158273381294964
L1_age=very_old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=top,92,29,0.4673913043478261,0.4482758620689655,0.8,0.1,0.28448275862068967,0.7000000000000001,1.0,0.5384615384615384,0.5862068965517241,0.2413793103448276,False,29,121,0.4628099173553719,,32.0,0.5625,0.0,0.1875,0.375,2,0.4628099173553719
L1_age=mid|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=low,77,42,0.012987012987012988,0.047619047619047616,0.35,0.15,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,False,42,119,0.025210084033613446,,21.0,0.0,0.0,0.0,0.0,2,0.025210084033613446
L1_age=young|L2_education=low,L2,L1_age=young,83,35,0.024096385542168676,0.0,0.5,0.45,,,,,,,True,0,118,0.01694915254237288,L1_age=young,,,,,,2,0.01694915254237288
L1_age=old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=top,73,31,0.547945205479452,0.45161290322580644,0.5,0.15,0.18548387096774194,0.8,0.9090909090909091,0.7142857142857143,0.25806451612903225,0.3548387096774194,False,31,104,0.5192307692307693,,22.0,0.36363636363636365,0.0,0.4090909090909091,0.14772727272727273,2,0.5192307692307693
L1_age=old|L2_education=low|L3_hours-per-week=others,L3,L1_age=old|L2_education=low,75,26,0.10666666666666667,0.038461538461538464,0.35,0.3,,,,,,,True,0,101,0.0891089108910891,L1_age=old|L2_education=low,,,,,,2,0.0891089108910891
L1_age=mid|L2_education=top|L3_hours-per-week=others,L3,L1_age=mid|L2_education=top,46,12,0.13043478260869565,0.4166666666666667,0.4,0.15,,,,,,,True,0,58,0.1896551724137931,L1_age=mid|L2_education=top,,,,,,2,0.1896551724137931
L1_age=very_old|L2_education=low|L3_hours-per-week=others,L3,L1_age=very_old|L2_education=low,40,16,0.1,0.3125,0.45,0.4,,,,,,,True,0,56,0.16071428571428573,L1_age=very_old|L2_education=low,,,,,,2,0.16071428571428573
L1_age=mid|L2_education=low|L3_hours-per-week=others,L3,L1_age=mid|L2_education=low,41,15,0.024390243902439025,0.0,0.55,0.5,,,,,,,True,0,56,0.017857142857142856,L1_age=mid|L2_education=low,,,,,,2,0.017857142857142856
L1_age=young|L2_education=others,L2,L1_age=young,29,10,0.10344827586206896,0.0,0.5,0.45,,,,,,,True,0,39,0.07692307692307693,L1_age=young,,,,,,2,0.07692307692307693
ROOT,L1,,3645,1562,0.2430727023319616,0.24455825864276567,0.5,0.3,0.14676696542893725,0.7160839160839161,0.7687687687687688,0.6701570680628273,0.09859154929577464,0.21318822023047376,False,1562,26049,0.24081538638719335,,,,,,,3,0.24081538638719335
L1_age=old,L1,ROOT,1259,595,0.3471008737092931,0.30756302521008405,0.35,0.3,0.1634453781512605,0.7475247524752475,0.6832579185520362,0.825136612021858,0.03865546218487395,0.37142857142857144,False,595,8961,0.3611204106684522,,,,,,,3,0.3611204106684522
L1_age=mid,L1,ROOT,949,447,0.20442571127502634,0.18568232662192394,0.5,0.2,0.13087248322147652,0.6533333333333333,0.7313432835820896,0.5903614457831325,0.15212527964205816,0.14988814317673377,False,447,6803,0.1872703219168014,,,,,,,3,0.1872703219168014
L1_age=very_old,L1,ROOT,716,313,0.3198324022346369,0.3546325878594249,0.4,0.1,0.17172523961661343,0.7706422018348625,0.7850467289719626,0.7567567567567568,0.25559105431309903,0.34185303514376997,False,313,5160,0.324031007751938,,,,,,,3,0.324031007751938
L1_age=young,L1,ROOT,813,343,0.023370233702337023,0.02040816326530612,0.5,0.45,0.024052478134110787,0.4,0.6666666666666666,0.2857142857142857,0.0,0.008746355685131196,False,343,5125,0.017756097560975608,,,,,,,3,0.017756097560975608
L1_age=old|L2_education=high,L2,L1_age=old,597,255,0.4489112227805695,0.3803921568627451,0.5,0.25,0.21764705882352942,0.7238095238095238,0.672566371681416,0.7835051546391752,0.1607843137254902,0.44313725490196076,False,255,4268,0.415651358950328,,,,,,,3,0.415651358950328
L1_age=old|L2_education=mid,L2,L1_age=old,473,199,0.19873150105708245,0.23618090452261306,0.45,0.3,0.15452261306532664,0.6835443037974684,0.84375,0.574468085106383,0.18090452261306533,0.16080402010050251,False,199,3366,0.21004159239453357,,,,,,,3,0.21004159239453357
L1_age=mid|L2_education=high,L2,L1_age=mid,462,204,0.22943722943722944,0.23529411764705882,0.4,0.2,0.17401960784313725,0.6046511627906976,0.6842105263157895,0.5416666666666666,0.12745098039215685,0.18627450980392157,False,204,3345,0.23467862481315396,,,,,,,3,0.23467862481315396
L1_age=mid|L2_education=mid,L2,L1_age=mid,402,164,0.1044776119402985,0.06097560975609756,0.85,0.35,0.07317073170731707,0.33333333333333337,1.0,0.2,0.07317073170731707,0.012195121951219513,False,164,2840,0.09964788732394367,,,,,,,3,0.09964788732394367
L1_age=young|L2_education=high,L2,L1_age=young,361,219,0.027700831024930747,0.0410958904109589,0.5,0.3,0.04680365296803653,0.3636363636363636,1.0,0.2222222222222222,0.0136986301369863,0.0091324200913242,False,219,2596,0.022727272727272728,,,,,,,3,0.022727272727272728
L1_age=old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=high,1783,775,0.3808188446438587,0.3870967741935484,0.5,0.25,0.19064516129032258,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.1664516129032258,0.3870967741935484,False,775,2558,0.3827208756841282,,653.0,0.36906584992343033,0.0,0.38437978560490044,0.21018376722817764,3,0.3827208756841282
L1_age=young|L2_education=mid,L2,L1_age=young,330,201,0.01818181818181818,0.014925373134328358,0.35,0.15,0.01990049751243781,0.0,0.0,0.0,0.009950248756218905,0.0,False,201,2362,0.01100762066045724,,,,,,,3,0.01100762066045724
L1_age=very_old|L2_education=mid,L2,L1_age=very_old,322,212,0.2111801242236025,0.25471698113207547,0.55,0.15,0.2429245283018868,0.49350649350649356,0.8260869565217391,0.35185185185185186,0.4528301886792453,0.10849056603773585,False,212,2304,0.20963541666666666,,,,,,,3,0.20963541666666666
L1_age=old|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=mid,1510,651,0.20662251655629138,0.1935483870967742,0.5,0.3,0.15937019969278035,0.5543478260869565,0.8793103448275862,0.40476190476190477,0.16589861751152074,0.0890937019969278,False,651,2161,0.2026839426191578,,552.0,0.22826086956521738,0.0,0.07427536231884058,0.21603260869565216,3,0.2026839426191578
L1_age=mid|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=high,1410,637,0.20354609929078013,0.20565149136577707,0.4,0.2,0.1534536891679749,0.6387832699619771,0.6363636363636364,0.6412213740458015,0.10832025117739404,0.20722135007849293,False,637,2047,0.20420127015144113,,537.0,0.21415270018621974,0.0,0.1824953445065177,0.16201117318435754,3,0.20420127015144113
L1_age=mid|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=mid,1322,542,0.09379727685325265,0.07564575645756458,0.35,0.3,0.08071955719557196,0.46874999999999994,0.6521739130434783,0.36585365853658536,0.012915129151291513,0.042435424354243544,False,542,1864,0.08851931330472103,,457.0,0.07439824945295405,0.0,0.030634573304157548,0.08315098468271334,3,0.08851931330472103
L1_age=very_old|L2_education=high,L2,L1_age=very_old,252,113,0.3888888888888889,0.336283185840708,0.7,0.25,0.24557522123893805,0.6101694915254237,0.8571428571428571,0.47368421052631576,0.3008849557522124,0.18584070796460178,False,113,1839,0.4078303425774878,,,,,,,3,0.4078303425774878
L1_age=very_old|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=mid,907,426,0.22160970231532526,0.23943661971830985,0.45,0.15,0.21244131455399062,0.49645390070921985,0.8974358974358975,0.3431372549019608,0.3755868544600939,0.09154929577464789,False,426,1333,0.22730682670667668,,321.0,0.21806853582554517,0.0,0.12149532710280374,0.19937694704049844,3,0.22730682670667668
L1_age=old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=high,912,361,0.543859649122807,0.554016620498615,0.35,0.3,0.24238227146814403,0.7833698030634573,0.6964980544747081,0.895,0.038781163434903045,0.7119113573407202,False,361,1273,0.5467399842890809,,295.0,0.5389830508474577,0.0,0.7152542372881356,0.22203389830508474,3,0.5467399842890809
L1_age=young|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=young|L2_education=high,849,384,0.002355712603062426,0.0026041666666666665,0.35,0.2,0.00390625,0.0,0.0,0.0,0.0,0.0,False,384,1233,0.0024330900243309003,,283.0,0.01060070671378092,0.0,0.0035335689045936395,0.01060070671378092,3,0.0024330900243309003
L1_age=young|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=young|L2_education=mid,794,348,0.011335012594458438,0.011494252873563218,0.35,0.1,0.015804597701149427,0.0,0.0,0.0,0.005747126436781609,0.0,False,348,1142,0.01138353765323993,,296.0,0.006756756756756757,0.0,0.0,0.014358108108108109,3,0.01138353765323993
L1_age=young|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=young|L2_education=high,805,325,0.031055900621118012,0.033846153846153845,0.5,0.15,0.025384615384615384,0.6666666666666665,0.8571428571428571,0.5454545454545454,0.036923076923076927,0.021538461538461538,False,325,1130,0.03185840707964602,,279.0,0.043010752688172046,0.0,0.010752688172043012,0.05197132616487455,3,0.03185840707964602
L1_age=old|L2_education=top,L2,L1_age=old,208,86,0.6682692307692307,0.5813953488372093,0.45,0.4,0.0872093023255814,0.9158878504672898,0.8596491228070176,0.98,0.046511627906976744,0.6627906976744186,False,86,1075,0.6920930232558139,,,,,,,3,0.6920930232558139
L1_age=young|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=young|L2_education=mid,737,278,0.0,0.0035971223021582736,0.35,0.15,0.00539568345323741,0.0,0.0,0.0,0.0,0.0,False,278,1015,0.0009852216748768472,,278.0,0.0,0.0,0.0,0.0,3,0.0009852216748768472
L1_age=very_old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=high,668,321,0.43263473053892215,0.40498442367601245,0.35,0.3,0.1838006230529595,0.7752442996742671,0.672316384180791,0.9153846153846154,0.024922118380062305,0.5514018691588785,False,321,989,0.4236602628918099,,255.0,0.49411764705882355,0.0,0.6,0.19705882352941176,3,0.4236602628918099
L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=high,614,253,0.3566775244299674,0.3794466403162055,0.55,0.2,0.25889328063241107,0.6590909090909091,0.725,0.6041666666666666,0.26877470355731226,0.31620553359683795,False,253,867,0.3633217993079585,,233.0,0.34763948497854075,0.0,0.2703862660944206,0.20493562231759657,3,0.3633217993079585
L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=mid,521,245,0.32245681381957775,0.27755102040816326,0.35,0.3,0.23265306122448978,0.6341463414634146,0.5416666666666666,0.7647058823529411,0.08163265306122448,0.39183673469387753,False,245,766,0.30809399477806787,,150.0,0.3333333333333333,0.0,0.4266666666666667,0.25333333333333335,3,0.30809399477806787
L1_age=very_old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=mid,441,170,0.06575963718820861,0.08235294117647059,0.5,0.2,0.12205882352941176,0.0,0.0,0.0,0.08823529411764706,0.0,False,170,611,0.07037643207855974,,146.0,0.0821917808219178,0.0,0.04794520547945205,0.046232876712328765,3,0.07037643207855974
L1_age=very_old|L2_education=top,L2,L1_age=very_old,155,190,0.5806451612903226,0.7,0.4,0.15,0.14342105263157895,0.8920863309352517,0.8551724137931035,0.9323308270676691,0.14736842105263157,0.7631578947368421,False,190,607,0.6754530477759473,,,,,,,3,0.6754530477759473
L1_age=mid|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=mid,425,177,0.18352941176470589,0.15254237288135594,0.8,0.3,0.19915254237288135,0.19999999999999998,1.0,0.1111111111111111,0.1864406779661017,0.01694915254237288,False,177,602,0.1744186046511628,,137.0,0.16058394160583941,0.0,0.021897810218978103,0.18795620437956204,3,0.1744186046511628
L1_age=old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=top,381,143,0.6299212598425197,0.6433566433566433,0.5,0.25,0.1346153846153846,0.8913043478260869,0.8913043478260869,0.8913043478260869,0.16083916083916083,0.6433566433566433,False,143,524,0.6335877862595419,,138.0,0.6159420289855072,0.0,0.6666666666666666,0.20652173913043478,3,0.6335877862595419
L1_age=old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=top,322,128,0.8043478260869565,0.828125,0.45,0.25,0.083984375,0.9406392694063926,0.911504424778761,0.9716981132075472,0.0546875,0.8828125,False,128,450,0.8111111111111111,,116.0,0.7758620689655172,0.0,0.8706896551724138,0.10129310344827586,3,0.8111111111111111
L1_age=mid|L2_education=top,L2,L1_age=mid,91,142,0.4065934065934066,0.4788732394366197,0.35,0.25,0.22711267605633803,0.7724137931034483,0.7272727272727273,0.8235294117647058,0.07042253521126761,0.5422535211267606,False,142,445,0.4584269662921348,,,,,,,3,0.4584269662921348
L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=mid,335,104,0.06567164179104477,0.10576923076923077,0.4,0.25,0.06490384615384616,0.625,1.0,0.45454545454545453,0.0673076923076923,0.04807692307692308,False,104,439,0.07517084282460136,,98.0,0.08163265306122448,0.0,0.061224489795918366,0.058673469387755105,3,0.07517084282460136
L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=high,297,140,0.22895622895622897,0.22142857142857142,0.35,0.3,0.12321428571428572,0.7301587301587302,0.71875,0.7419354838709677,0.014285714285714285,0.22857142857142856,False,140,437,0.22654462242562928,,112.0,0.1875,0.0,0.24107142857142858,0.09598214285714286,3,0.22654462242562928
L1_age=very_old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=high,302,133,0.22847682119205298,0.22556390977443608,0.45,0.1,0.21052631578947367,0.5106382978723405,0.7058823529411765,0.4,0.3383458646616541,0.12781954887218044,False,133,435,0.22758620689655173,,111.0,0.2072072072072072,0.0,0.17117117117117117,0.1891891891891892,3,0.22758620689655173
L1_age=mid|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=high,293,138,0.11262798634812286,0.13768115942028986,0.45,0.25,0.03985507246376811,0.8484848484848484,1.0,0.7368421052631579,0.057971014492753624,0.10144927536231885,False,138,431,0.12064965197215777,,103.0,0.1262135922330097,0.0,0.07766990291262135,0.15048543689320387,3,0.12064965197215777
L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=high,297,118,0.5622895622895623,0.5508474576271186,0.55,0.25,0.2097457627118644,0.8062015503875969,0.8125,0.8,0.211864406779661,0.5423728813559322,False,118,415,0.5590361445783133,,128.0,0.5390625,0.0,0.6015625,0.21875,3,0.5590361445783133
L1_age=very_old|L2_education=low,L2,L1_age=very_old,160,121,0.0875,0.08264462809917356,0.35,0.2,0.08677685950413223,0.4285714285714285,0.75,0.3,0.04132231404958678,0.03305785123966942,False,121,410,0.07073170731707316,,,,,,,3,0.07073170731707316
L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=mid,265,109,0.04150943396226415,0.01834862385321101,0.85,0.25,0.020642201834862386,0.0,0.0,0.0,0.045871559633027525,0.0,False,109,374,0.034759358288770054,,96.0,0.041666666666666664,0.0,0.010416666666666666,0.03125,3,0.034759358288770054
L1_age=very_old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=mid,267,93,0.38202247191011235,0.3763440860215054,0.55,0.15,0.2903225806451613,0.6181818181818183,0.85,0.4857142857142857,0.5483870967741935,0.21505376344086022,False,93,360,0.38055555555555554,,91.0,0.3076923076923077,0.0,0.16483516483516483,0.2857142857142857,3,0.38055555555555554
L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=top,173,84,0.6589595375722543,0.7261904761904762,0.4,0.15,0.11904761904761904,0.9120000000000001,0.890625,0.9344262295081968,0.13095238095238096,0.7619047619047619,False,84,257,0.6809338521400778,,66.0,0.5909090909090909,0.0,0.7272727272727273,0.17045454545454544,3,0.6809338521400778
L1_age=old|L2_education=low,L2,L1_age=old,79,80,0.0759493670886076,0.025,0.8,0.3,0.0375,0.0,0.0,0.0,0.05,0.0,False,80,252,0.04365079365079365,,,,,,,3,0.04365079365079365
L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=high,155,78,0.07096774193548387,0.11538461538461539,0.35,0.3,0.11538461538461539,0.5,1.0,0.3333333333333333,0.0,0.038461538461538464,False,78,233,0.08583690987124463,,58.0,0.05172413793103448,0.0,0.05172413793103448,0.03879310344827586,3,0.08583690987124463
L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=top,153,71,0.7712418300653595,0.8028169014084507,0.45,0.4,0.09507042253521127,0.9333333333333333,0.8888888888888888,0.9824561403508771,0.0,0.8873239436619719,False,71,224,0.78125,,54.0,0.6851851851851852,0.0,0.8518518518518519,0.2361111111111111,3,0.78125
L1_age=very_old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=low,161,55,0.062111801242236024,0.07272727272727272,0.95,0.2,0.07272727272727272,0.4,1.0,0.25,0.03636363636363636,0.01818181818181818,False,55,216,0.06481481481481481,,45.0,0.1111111111111111,0.0,0.0,0.16666666666666666,3,0.06481481481481481
