bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_age=old|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=mid,1523,642,0.21273801707156928,0.20249221183800623,0.4,0.15,0.1939252336448598,0.5429864253393665,0.6593406593406593,0.46153846153846156,0.30062305295950154,0.14174454828660435,False,642,2165,0.2096997690531178,,548.0,0.20072992700729927,0.0,0.1551094890510949,0.1865875912408759,5,0.2096997690531178
L1_age=mid|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=high,1468,593,0.20299727520435967,0.2327150084317032,0.4,0.25,0.15050590219224283,0.6772908366533864,0.7522123893805309,0.6159420289855072,0.09949409780775717,0.1905564924114671,False,593,2061,0.21154779233381854,,523.0,0.18546845124282982,0.0,0.1701720841300191,0.15009560229445507,5,0.21154779233381854
L1_age=very_old|L2_education=high,L2,L1_age=very_old,251,118,0.4342629482071713,0.3135593220338983,0.6,0.45,0.1864406779661017,0.7272727272727273,0.7,0.7567567567567568,0.11864406779661017,0.3389830508474576,False,118,1858,0.41442411194833156,,,,,,,5,0.41442411194833156
L1_age=mid|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=mid,1248,570,0.07371794871794872,0.10701754385964912,0.45,0.15,0.11315789473684211,0.37333333333333335,1.0,0.22950819672131148,0.16842105263157894,0.02456140350877193,False,570,1818,0.08415841584158416,,503.0,0.09145129224652088,0.0,0.02982107355864811,0.12077534791252485,5,0.08415841584158416
L1_age=very_old|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=mid,937,382,0.22625400213447172,0.23821989528795812,0.35,0.3,0.2094240837696335,0.6030150753768844,0.5555555555555556,0.6593406593406593,0.06806282722513089,0.28272251308900526,False,382,1319,0.22971948445792267,,335.0,0.208955223880597,0.0,0.2716417910447761,0.19925373134328359,5,0.22971948445792267
L1_age=old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=high,863,398,0.5353418308227115,0.5653266331658291,0.35,0.2,0.2242462311557789,0.8048289738430584,0.7352941176470589,0.8888888888888888,0.09798994974874371,0.6834170854271356,False,398,1261,0.5448057097541633,,307.0,0.5472312703583062,0.0,0.7263843648208469,0.23778501628664495,5,0.5448057097541633
L1_age=young|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=young|L2_education=high,860,366,0.0011627906976744186,0.00819672131147541,0.35,0.1,0.00819672131147541,0.5,1.0,0.3333333333333333,0.0,0.00273224043715847,False,366,1226,0.0032626427406199023,,290.0,0.006896551724137931,0.0,0.0,0.007758620689655172,5,0.0032626427406199023
L1_age=young|L2_education=mid|L3_hours-per-week=normal_hours,L3,L1_age=young|L2_education=mid,833,352,0.009603841536614645,0.008522727272727272,0.35,0.15,0.008522727272727272,0.5,1.0,0.3333333333333333,0.0,0.002840909090909091,False,352,1185,0.009282700421940928,,253.0,0.015810276679841896,0.0,0.003952569169960474,0.017786561264822136,5,0.009282700421940928
L1_age=old|L2_education=top,L2,L1_age=old,213,88,0.6197183098591549,0.5795454545454546,0.4,0.35,0.10795454545454546,0.9009009009009009,0.8333333333333334,0.9803921568627451,0.022727272727272728,0.6818181818181818,False,88,1105,0.6841628959276018,,,,,,,5,0.6841628959276018
L1_age=young|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=young|L2_education=high,793,308,0.04539722572509458,0.02922077922077922,0.35,0.3,0.025974025974025976,0.6250000000000001,0.7142857142857143,0.5555555555555556,0.006493506493506494,0.022727272727272728,False,308,1101,0.04087193460490463,,308.0,0.00974025974025974,0.0,0.006493506493506494,0.020292207792207792,5,0.04087193460490463
L1_age=young|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=young|L2_education=mid,726,302,0.0013774104683195593,0.0,0.6,0.35,,,,,,,True,0,1028,0.0009727626459143969,L1_age=young|L2_education=mid,265.0,0.0,0.0,0.0,0.0,5,0.0009727626459143969
L1_age=very_old|L2_education=high|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=high,677,326,0.4534711964549483,0.38650306748466257,0.45,0.3,0.2147239263803681,0.7386759581881532,0.6583850931677019,0.8412698412698413,0.10736196319018405,0.4938650306748466,False,326,1003,0.4317048853439681,,241.0,0.46473029045643155,0.0,0.5601659751037344,0.1825726141078838,5,0.4317048853439681
L1_age=mid|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=high,642,260,0.35358255451713394,0.36153846153846153,0.45,0.25,0.2144230769230769,0.7241379310344828,0.7875,0.6702127659574468,0.14615384615384616,0.3076923076923077,False,260,902,0.3558758314855876,,198.0,0.3787878787878788,0.0,0.35353535353535354,0.2537878787878788,5,0.3558758314855876
L1_age=old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=mid,499,211,0.312625250501002,0.3175355450236967,0.6,0.25,0.235781990521327,0.58,0.8787878787878788,0.43283582089552236,0.41232227488151657,0.15639810426540285,False,211,710,0.31408450704225355,,206.0,0.3058252427184466,0.0,0.10679611650485436,0.2657766990291262,5,0.31408450704225355
L1_age=very_old|L2_education=top,L2,L1_age=very_old,156,167,0.6089743589743589,0.7065868263473054,0.45,0.15,0.1497005988023952,0.8945147679324895,0.8907563025210085,0.8983050847457628,0.17365269461077845,0.7125748502994012,False,167,608,0.6644736842105263,,,,,,,5,0.6644736842105263
L1_age=very_old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=mid,427,171,0.07259953161592506,0.0935672514619883,0.35,0.3,0.09210526315789473,0.45454545454545453,0.8333333333333334,0.3125,0.011695906432748537,0.03508771929824561,False,171,598,0.07859531772575251,,159.0,0.050314465408805034,0.0,0.012578616352201259,0.08647798742138364,5,0.07859531772575251
L1_age=mid|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=mid,400,183,0.17,0.20218579234972678,0.5,0.2,0.20355191256830601,0.4489795918367347,0.9166666666666666,0.2972972972972973,0.31693989071038253,0.06557377049180328,False,183,583,0.18010291595197256,,156.0,0.14102564102564102,0.0,0.057692307692307696,0.16185897435897437,5,0.18010291595197256
L1_age=old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=top,387,160,0.6356589147286822,0.63125,0.4,0.35,0.1671875,0.8636363636363636,0.7983193277310925,0.9405940594059405,0.01875,0.74375,False,160,547,0.6343692870201096,,115.0,0.6086956521739131,0.0,0.7304347826086957,0.16521739130434782,5,0.6343692870201096
L1_age=mid|L2_education=top,L2,L1_age=mid,96,126,0.3020833333333333,0.4523809523809524,0.55,0.3,0.16865079365079366,0.8135593220338982,0.7868852459016393,0.8421052631578947,0.12698412698412698,0.48412698412698413,False,126,457,0.44638949671772427,,,,,,,5,0.44638949671772427
L1_age=old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=old|L2_education=top,326,131,0.7944785276073619,0.7862595419847328,0.45,0.35,0.10305343511450382,0.9230769230769231,0.864406779661017,0.9902912621359223,0.030534351145038167,0.9007633587786259,False,131,457,0.7921225382932167,,109.0,0.8532110091743119,0.0,0.8807339449541285,0.11926605504587157,5,0.7921225382932167
L1_age=old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=high,304,140,0.19078947368421054,0.21428571428571427,0.4,0.3,0.10714285714285714,0.7547169811320754,0.8695652173913043,0.6666666666666666,0.05,0.16428571428571428,False,140,444,0.1981981981981982,,105.0,0.3047619047619048,0.0,0.3047619047619048,0.2119047619047619,5,0.1981981981981982
L1_age=mid|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=high,292,145,0.11643835616438356,0.1103448275862069,0.55,0.2,0.0896551724137931,0.5925925925925926,0.7272727272727273,0.5,0.10344827586206896,0.07586206896551724,False,145,437,0.11441647597254005,,97.0,0.15463917525773196,0.0,0.10309278350515463,0.08247422680412371,5,0.11441647597254005
L1_age=very_old|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=high,290,138,0.5793103448275863,0.5,0.4,0.2,0.20471014492753623,0.8108108108108109,0.759493670886076,0.8695652173913043,0.18840579710144928,0.572463768115942,False,138,428,0.5537383177570093,,115.0,0.5565217391304348,0.0,0.6347826086956522,0.2108695652173913,5,0.5537383177570093
L1_age=very_old|L2_education=high|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=high,293,134,0.2593856655290102,0.1791044776119403,0.35,0.3,0.1791044776119403,0.5365853658536585,0.6470588235294118,0.4583333333333333,0.05970149253731343,0.12686567164179105,False,134,427,0.234192037470726,,119.0,0.18487394957983194,0.0,0.226890756302521,0.14285714285714285,5,0.234192037470726
L1_age=old|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=mid,287,139,0.08710801393728224,0.06474820143884892,0.35,0.25,0.04316546762589928,0.5882352941176471,0.625,0.5555555555555556,0.050359712230215826,0.05755395683453238,False,139,426,0.07981220657276995,,111.0,0.06306306306306306,0.0,0.04504504504504504,0.07657657657657657,5,0.07981220657276995
L1_age=very_old|L2_education=low,L2,L1_age=very_old,173,114,0.08092485549132948,0.06140350877192982,0.35,0.25,0.07236842105263158,0.4,0.6666666666666666,0.2857142857142857,0.0,0.02631578947368421,False,114,408,0.0784313725490196,,,,,,,5,0.0784313725490196
L1_age=mid|L2_education=mid|L3_hours-per-week=low_hours,L3,L1_age=mid|L2_education=mid,272,104,0.03308823529411765,0.038461538461538464,0.35,0.25,0.021634615384615384,0.6666666666666666,1.0,0.5,0.009615384615384616,0.019230769230769232,False,104,376,0.034574468085106384,,94.0,0.0425531914893617,0.0,0.031914893617021274,0.0425531914893617,5,0.034574468085106384
L1_age=very_old|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=mid,248,120,0.3588709677419355,0.2833333333333333,0.5,0.3,0.2708333333333333,0.5357142857142857,0.6818181818181818,0.4411764705882353,0.325,0.18333333333333332,False,120,368,0.3342391304347826,,83.0,0.5060240963855421,0.0,0.3493975903614458,0.4186746987951807,5,0.3342391304347826
L1_age=old|L2_education=low,L2,L1_age=old,90,80,0.1,0.0125,0.9,0.4,0.021875,0.0,0.0,0.0,0.0125,0.0,False,80,269,0.05204460966542751,,,,,,,5,0.05204460966542751
L1_age=very_old|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=top,191,67,0.612565445026178,0.7761194029850746,0.45,0.4,0.05970149253731343,0.9622641509433962,0.9444444444444444,0.9807692307692307,0.014925373134328358,0.8059701492537313,False,67,258,0.6550387596899225,,65.0,0.6923076923076923,0.0,0.7230769230769231,0.18846153846153846,5,0.6550387596899225
L1_age=very_old|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=very_old|L2_education=top,164,60,0.774390243902439,0.7666666666666667,0.45,0.35,0.11666666666666667,0.9166666666666666,0.88,0.9565217391304348,0.1,0.8333333333333334,False,60,224,0.7723214285714286,,54.0,0.7222222222222222,0.0,0.8888888888888888,0.16666666666666666,5,0.7723214285714286
L1_age=young|L2_education=high|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=high,151,70,0.07947019867549669,0.04285714285714286,0.35,0.2,0.014285714285714285,0.8,1.0,0.6666666666666666,0.02857142857142857,0.02857142857142857,False,70,221,0.06787330316742081,,70.0,0.11428571428571428,0.0,0.04285714285714286,0.12857142857142856,5,0.06787330316742081
L1_age=young|L2_education=mid|L3_hours-per-week=high_hours,L3,L1_age=young|L2_education=mid,153,67,0.058823529411764705,0.029850746268656716,0.6,0.35,0.048507462686567165,0.0,0.0,0.0,0.014925373134328358,0.0,False,67,220,0.05,,47.0,0.06382978723404255,0.0,0.0,0.10106382978723404,5,0.05
L1_age=mid|L2_education=top|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=top,155,55,0.45161290322580644,0.41818181818181815,0.55,0.45,0.11818181818181818,0.8571428571428572,0.8076923076923077,0.9130434782608695,0.05454545454545454,0.4727272727272727,False,55,210,0.44285714285714284,,49.0,0.4897959183673469,0.0,0.42857142857142855,0.23469387755102042,5,0.44285714285714284
L1_age=very_old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=very_old|L2_education=low,151,56,0.09271523178807947,0.05357142857142857,0.35,0.25,0.08035714285714286,0.0,0.0,0.0,0.0,0.0,False,56,207,0.0821256038647343,,54.0,0.037037037037037035,0.0,0.037037037037037035,0.05092592592592592,5,0.0821256038647343
L1_age=mid|L2_education=top|L3_hours-per-week=high_hours,L3,L1_age=mid|L2_education=top,138,50,0.5072463768115942,0.6,0.55,0.2,0.25,0.7868852459016393,0.7741935483870968,0.8,0.26,0.62,False,50,188,0.5319148936170213,,34.0,0.5882352941176471,0.0,0.5882352941176471,0.2647058823529412,5,0.5319148936170213
L1_age=old|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=old|L2_education=low,123,50,0.056910569105691054,0.0,0.9,0.4,,,,,,,True,0,173,0.04046242774566474,L1_age=old|L2_education=low,39.0,0.02564102564102564,0.0,0.0,0.038461538461538464,5,0.04046242774566474
L1_age=mid|L2_education=low,L2,L1_age=mid,110,55,0.03636363636363636,0.0,0.5,0.3,,,,,,,True,0,165,0.024242424242424242,L1_age=mid,,,,,,5,0.024242424242424242
L1_age=very_old|L2_education=low|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=low,100,35,0.03,0.0,0.35,0.25,,,,,,,True,0,135,0.022222222222222223,L1_age=very_old|L2_education=low,35.0,0.02857142857142857,0.0,0.0,0.04285714285714286,5,0.022222222222222223
L1_age=very_old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=very_old|L2_education=top,86,40,0.4883720930232558,0.5,0.35,0.15,0.325,0.65,0.65,0.65,0.225,0.5,False,40,126,0.49206349206349204,,27.0,0.4444444444444444,0.0,0.5185185185185185,0.16666666666666666,5,0.49206349206349204
L1_age=mid|L2_education=low|L3_hours-per-week=normal_hours,L3,L1_age=mid|L2_education=low,73,37,0.0410958904109589,0.0,0.5,0.3,,,,,,,True,0,110,0.02727272727272727,L1_age=mid,30.0,0.0,0.0,0.0,0.0,5,0.02727272727272727
L1_age=young|L2_education=low,L2,L1_age=young,72,37,0.027777777777777776,0.0,0.55,0.5,,,,,,,True,0,109,0.01834862385321101,L1_age=young,,,,,,5,0.01834862385321101
L1_age=old|L2_education=top|L3_hours-per-week=low_hours,L3,L1_age=old|L2_education=top,71,30,0.4788732394366197,0.43333333333333335,0.4,0.35,0.06666666666666667,0.9285714285714286,0.8666666666666667,1.0,0.06666666666666667,0.5,False,30,101,0.46534653465346537,,25.0,0.6,0.0,0.48,0.21,5,0.46534653465346537
L1_age=old|L2_education=low|L3_hours-per-week=others,L3,L1_age=old|L2_education=low,66,30,0.09090909090909091,0.03333333333333333,0.9,0.4,,,,,,,True,0,96,0.07291666666666667,L1_age=old|L2_education=low,,,,,,5,0.07291666666666667
L1_age=very_old|L2_education=low|L3_hours-per-week=others,L3,L1_age=very_old|L2_education=low,43,23,0.18604651162790697,0.17391304347826086,0.35,0.25,,,,,,,True,0,66,0.18181818181818182,L1_age=very_old|L2_education=low,,,,,,5,0.18181818181818182
L1_age=mid|L2_education=top|L3_hours-per-week=others,L3,L1_age=mid|L2_education=top,38,21,0.18421052631578946,0.19047619047619047,0.55,0.3,,,,,,,True,0,59,0.1864406779661017,L1_age=mid|L2_education=top,,,,,,5,0.1864406779661017
L1_age=mid|L2_education=low|L3_hours-per-week=others,L3,L1_age=mid|L2_education=low,37,18,0.02702702702702703,0.0,0.5,0.3,,,,,,,True,0,55,0.01818181818181818,L1_age=mid,,,,,,5,0.01818181818181818
L1_age=young|L2_education=others,L2,L1_age=young,31,12,0.06451612903225806,0.16666666666666666,0.55,0.5,,,,,,,True,0,43,0.09302325581395349,L1_age=young,,,,,,5,0.09302325581395349
