bucket_id,layer,parent_bucket_id,n_train,n_val,pos_rate_train,pos_rate_val,alpha,beta,regret_val,F1_val,Precision_val,Recall_val,BND_ratio_val,pos_coverage_val,use_parent_threshold,threshold_n_samples,n_all,pos_rate_all,BAC_val,AUC_val,cost_source,score_metric,score_value,parent_score_value,gain_value,is_weak,threshold_source_bucket,use_gain_weak_backoff,threshold_data_source,parent_with_threshold,n_test,pos_rate_test,BND_ratio_test,POS_Coverage_test,regret_test,fold,pos_rate
L1_age=40-50|L2_job=white_collar|L3_contact=cellular,L3,L1_age=40-50|L2_job=white_collar,2070,935,0.13333333333333333,0.14010695187165775,0.3,0.1,0.12459893048128343,0.6642066420664208,0.6428571428571429,0.6870229007633588,0.13155080213903744,0.1497326203208556,False,935,3005,0.13544093178036606,0.7527154304811818,0.933718810527515,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=white_collar|L3_contact=cellular,False,val,,742.0,0.1280323450134771,0.0,0.16442048517520216,0.11657681940700809,1,0.13544093178036606
L1_age=50-60|L2_job=white_collar,L2,L1_age=50-60,581,231,0.12908777969018934,0.12121212121212122,0.2,0.1,0.13636363636363635,0.5833333333333334,0.4772727272727273,0.75,0.11255411255411256,0.19047619047619047,False,231,2715,0.12044198895027625,0.7666256157635468,0.9204785362420831,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=white_collar,False,val,,,,,,,1,0.12044198895027625
L1_age=30-40|L2_job=blue_collar|L3_contact=cellular,L3,L1_age=30-40|L2_job=blue_collar,1859,849,0.09897794513179128,0.09305064782096584,0.4,0.3,0.11101295641931684,0.5375000000000001,0.5308641975308642,0.5443037974683544,0.0353356890459364,0.09540636042402827,False,849,2708,0.09711964549483014,0.7351389117211902,0.9073976656255137,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=blue_collar|L3_contact=cellular,False,val,,672.0,0.11011904761904762,0.0,0.09821428571428571,0.11569940476190477,1,0.09711964549483014
L1_age=<=30|L2_job=white_collar,L2,L1_age=<=30,561,268,0.16399286987522282,0.17537313432835822,0.2,0.1,0.15205223880597016,0.6495726495726495,0.5428571428571428,0.8085106382978723,0.07462686567164178,0.26119402985074625,False,268,2707,0.1625415589213151,0.7979204775199769,0.8988158274766535,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=white_collar,False,val,,,,,,,1,0.1625415589213151
L1_age=<=30|L2_job=white_collar|L3_contact=cellular,L3,L1_age=<=30|L2_job=white_collar,1369,627,0.183345507669832,0.22966507177033493,0.2,0.1,0.17065390749601275,0.7023809523809524,0.6145833333333334,0.8194444444444444,0.11642743221690591,0.3062200956937799,False,627,1996,0.19789579158316634,0.773076259489303,0.9083707154359327,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=white_collar|L3_contact=cellular,False,val,,438.0,0.20776255707762556,0.0,0.3150684931506849,0.2254566210045662,1,0.19789579158316634
L1_age=50-60|L2_job=blue_collar,L2,L1_age=50-60,410,169,0.05609756097560976,0.07692307692307693,0.4,0.3,0.10207100591715976,0.48000000000000004,0.5,0.46153846153846156,0.05917159763313609,0.07100591715976332,False,169,1939,0.06549767921609077,0.6891025641025641,0.930966469428008,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=blue_collar,False,val,,,,,,,1,0.06549767921609077
L1_age=30-40|L2_job=blue_collar|L3_contact=unknown,L3,L1_age=30-40|L2_job=blue_collar,1329,578,0.033860045146726865,0.04498269896193772,0.4,0.2,0.06271626297577855,0.47058823529411764,0.48,0.46153846153846156,0.0328719723183391,0.04325259515570934,False,578,1907,0.037231253277399054,0.7063127090301003,0.9529682274247492,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=blue_collar|L3_contact=unknown,False,val,,492.0,0.034552845528455285,0.0,0.018292682926829267,0.04065040650406504,1,0.037231253277399054
L1_age=<=30|L2_job=blue_collar,L2,L1_age=<=30,394,182,0.116751269035533,0.09340659340659341,0.5,0.3,0.08653846153846154,0.6451612903225806,0.7142857142857143,0.5882352941176471,0.08241758241758242,0.07692307692307693,False,182,1860,0.11182795698924732,0.7486631016042781,0.9383244206773618,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=blue_collar,False,val,,,,,,,1,0.11182795698924732
L1_age=40-50|L2_job=blue_collar|L3_contact=cellular,L3,L1_age=40-50|L2_job=blue_collar,1245,576,0.0963855421686747,0.08680555555555555,0.3,0.1,0.09765625,0.6095238095238096,0.5818181818181818,0.64,0.09895833333333333,0.0954861111111111,False,576,1821,0.09335529928610653,0.7525095057034221,0.9327376425855514,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=blue_collar|L3_contact=cellular,False,val,,498.0,0.09036144578313253,0.0,0.0823293172690763,0.10391566265060241,1,0.09335529928610653
L1_age=30-40|L2_job=white_collar|L3_contact=unknown,L3,L1_age=30-40|L2_job=white_collar,1216,531,0.038651315789473686,0.04519774011299435,0.2,0.1,0.04943502824858757,0.6031746031746031,0.48717948717948717,0.7916666666666666,0.02824858757062147,0.07344632768361582,False,531,1747,0.040641099026903264,0.8632889546351085,0.9718934911242604,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=white_collar|L3_contact=unknown,False,val,,460.0,0.04565217391304348,0.0,0.08043478260869565,0.06521739130434782,1,0.040641099026903264
L1_age=50-60|L2_job=white_collar|L3_contact=cellular,L3,L1_age=50-60|L2_job=white_collar,1240,492,0.15806451612903225,0.15447154471544716,0.4,0.2,0.13770325203252032,0.6622516556291391,0.6666666666666666,0.6578947368421053,0.07723577235772358,0.1524390243902439,False,492,1732,0.15704387990762125,0.7652454453441295,0.922602479757085,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=white_collar|L3_contact=cellular,False,val,,475.0,0.15578947368421053,0.0,0.14105263157894737,0.12473684210526316,1,0.15704387990762125
L1_age=40-50|L2_job=blue_collar|L3_contact=unknown,L3,L1_age=40-50|L2_job=blue_collar,888,384,0.037162162162162164,0.028645833333333332,0.4,0.2,0.038411458333333336,0.47619047619047616,0.5,0.45454545454545453,0.028645833333333332,0.026041666666666668,False,384,1272,0.03459119496855346,0.7098464538142822,0.9519863514501584,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=blue_collar|L3_contact=unknown,False,val,,316.0,0.03481012658227848,0.0,0.022151898734177215,0.03481012658227848,1,0.03459119496855346
L1_age=40-50|L2_job=white_collar|L3_contact=unknown,L3,L1_age=40-50|L2_job=white_collar,837,365,0.037037037037037035,0.038356164383561646,0.5,0.2,0.052054794520547946,0.4,0.6666666666666666,0.2857142857142857,0.0547945205479452,0.01643835616438356,False,365,1202,0.03743760399334443,0.62006512006512,0.9645909645909645,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=white_collar|L3_contact=unknown,False,val,,307.0,0.035830618892508145,0.0,0.016286644951140065,0.041530944625407164,1,0.03743760399334443
L1_age=<=30|L2_job=blue_collar|L3_contact=cellular,L3,L1_age=<=30|L2_job=blue_collar,754,314,0.16180371352785147,0.1464968152866242,0.3,0.1,0.14331210191082802,0.6530612244897959,0.6153846153846154,0.6956521739130435,0.15286624203821655,0.16560509554140126,False,314,1068,0.15730337078651685,0.735885788449059,0.9209928617780662,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=blue_collar|L3_contact=cellular,False,val,,268.0,0.13432835820895522,0.0,0.16791044776119404,0.1287313432835821,1,0.15730337078651685
L1_age=50-60|L2_job=blue_collar|L3_contact=cellular,L3,L1_age=50-60|L2_job=blue_collar,733,315,0.09549795361527967,0.0761904761904762,0.2,0.1,0.07857142857142857,0.5970149253731343,0.46511627906976744,0.8333333333333334,0.04126984126984127,0.1365079365079365,False,315,1048,0.08969465648854962,0.8599656357388317,0.9526059564719358,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=blue_collar|L3_contact=cellular,False,val,,268.0,0.11194029850746269,0.0,0.16417910447761194,0.10354477611940298,1,0.08969465648854962
L1_age=50-60|L2_job=retired,L2,L1_age=50-60,210,103,0.07142857142857142,0.08737864077669903,0.4,0.1,0.08009708737864078,0.6250000000000001,0.7142857142857143,0.5555555555555556,0.14563106796116504,0.06796116504854369,False,103,988,0.10931174089068826,0.708628841607565,0.9562647754137116,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=retired,False,val,,,,,,,1,0.10931174089068826
L1_age=>60,L1,ROOT,233,111,0.4334763948497854,0.3963963963963964,0.6,0.1,0.3063063063063063,0.6818181818181818,0.6818181818181818,0.6818181818181818,0.46846846846846846,0.3963963963963964,False,111,970,0.4298969072164949,0.45284938941655356,0.7917232021709634,global_default,f1_regret_bnd,,,,False,L1_age=>60,False,val,,,,,,,1,0.4298969072164949
L1_age=30-40|L2_job=self_emp,L2,L1_age=30-40,214,86,0.09813084112149532,0.10465116279069768,0.4,0.3,0.12209302325581395,0.5454545454545455,0.46153846153846156,0.6666666666666666,0.023255813953488372,0.1511627906976744,False,86,932,0.09549356223175966,0.7813852813852813,0.8658008658008658,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=self_emp,False,val,,,,,,,1,0.09549356223175966
L1_age=<=30|L2_job=no_income,L2,L1_age=<=30,165,103,0.28484848484848485,0.24271844660194175,0.3,0.1,0.20145631067961164,0.6557377049180328,0.5555555555555556,0.8,0.14563106796116504,0.34951456310679613,False,103,786,0.2875318066157761,0.726923076923077,0.8476923076923077,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=no_income,False,val,,,,,,,1,0.2875318066157761
L1_age=<=30|L2_job=blue_collar|L3_contact=unknown,L3,L1_age=<=30|L2_job=blue_collar,516,198,0.04844961240310078,0.04040404040404041,0.5,0.2,0.05303030303030303,0.4615384615384615,0.6,0.375,0.05555555555555555,0.025252525252525252,False,198,714,0.046218487394957986,0.6611842105263157,0.9598684210526316,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=blue_collar|L3_contact=unknown,False,val,,181.0,0.07734806629834254,0.0,0.016574585635359115,0.10773480662983426,1,0.046218487394957986
L1_age=>60|L2_job=retired,L2,L1_age=>60,149,68,0.3825503355704698,0.3235294117647059,0.5,0.4,0.21323529411764705,0.7142857142857143,0.5882352941176471,0.9090909090909091,0.07352941176470588,0.5,False,68,712,0.44241573033707865,0.7588932806324111,0.8280632411067194,global_default,f1_regret_bnd,,,,False,L1_age=>60|L2_job=retired,False,val,,,,,,,1,0.44241573033707865
L1_age=50-60|L2_job=white_collar|L3_contact=unknown,L3,L1_age=50-60|L2_job=white_collar,507,202,0.02564102564102564,0.04455445544554455,0.3,0.1,0.053217821782178217,0.5882352941176471,0.625,0.5555555555555556,0.0594059405940594,0.039603960396039604,False,202,709,0.031029619181946404,0.7440990213010938,0.9666090961427749,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=white_collar|L3_contact=unknown,False,val,,170.0,0.06470588235294118,0.0,0.052941176470588235,0.06764705882352941,1,0.031029619181946404
L1_age=40-50|L2_job=self_emp,L2,L1_age=40-50,143,67,0.06293706293706294,0.1044776119402985,0.2,0.1,0.10074626865671642,0.6363636363636364,0.4666666666666667,1.0,0.04477611940298507,0.22388059701492538,False,67,677,0.07828655834564253,0.9083333333333333,0.930952380952381,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=self_emp,False,val,,,,,,,1,0.07828655834564253
L1_age=50-60|L2_job=blue_collar|L3_contact=unknown,L3,L1_age=50-60|L2_job=blue_collar,462,192,0.030303030303030304,0.020833333333333332,0.6,0.5,0.03515625,0.3333333333333333,0.5,0.25,0.0,0.010416666666666666,False,192,654,0.027522935779816515,0.6223404255319149,0.9348404255319149,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=blue_collar|L3_contact=unknown,False,val,,194.0,0.04639175257731959,0.0,0.010309278350515464,0.08634020618556701,1,0.027522935779816515
L1_age=30-40|L2_job=self_emp|L3_contact=cellular,L3,L1_age=30-40|L2_job=self_emp,456,196,0.10964912280701754,0.11734693877551021,0.4,0.2,0.11352040816326531,0.5599999999999999,0.5185185185185185,0.6086956521739131,0.09183673469387756,0.1377551020408163,False,196,652,0.11196319018404909,0.7378738376476501,0.9233475747675296,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=self_emp|L3_contact=cellular,False,val,,183.0,0.12021857923497267,0.0,0.1366120218579235,0.12704918032786885,1,0.11196319018404909
L1_age=<=30|L2_job=white_collar|L3_contact=unknown,L3,L1_age=<=30|L2_job=white_collar,455,178,0.054945054945054944,0.07865168539325842,0.4,0.1,0.0997191011235955,0.45454545454545453,0.625,0.35714285714285715,0.08426966292134831,0.0449438202247191,False,178,633,0.061611374407582936,0.6389372822299652,0.887630662020906,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=white_collar|L3_contact=unknown,False,val,,161.0,0.062111801242236024,0.0,0.049689440993788817,0.06366459627329192,1,0.061611374407582936
L1_age=<=30|L2_job=no_income|L3_contact=cellular,L3,L1_age=<=30|L2_job=no_income,412,183,0.3446601941747573,0.34972677595628415,0.4,0.1,0.26366120218579236,0.6666666666666667,0.6216216216216216,0.71875,0.273224043715847,0.40437158469945356,False,183,595,0.346218487394958,0.6030724789915967,0.8184086134453781,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=no_income|L3_contact=cellular,False,val,,138.0,0.3115942028985507,0.0,0.37681159420289856,0.24094202898550723,1,0.346218487394958
L1_age=50-60|L2_job=retired|L3_contact=cellular,L3,L1_age=50-60|L2_job=retired,423,155,0.13238770685579196,0.14838709677419354,0.4,0.1,0.12580645161290321,0.6341463414634146,0.7222222222222222,0.5652173913043478,0.2129032258064516,0.11612903225806452,False,155,578,0.13667820069204153,0.6765480895915679,0.9423583662714097,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=retired|L3_contact=cellular,False,val,,144.0,0.1388888888888889,0.0,0.19444444444444445,0.1579861111111111,1,0.13667820069204153
L1_age=30-40|L2_job=no_income,L2,L1_age=30-40,125,46,0.192,0.043478260869565216,0.5,0.3,0.04891304347826087,0.5,0.5,0.5,0.06521739130434782,0.043478260869565216,False,46,499,0.16032064128256512,0.7159090909090908,0.9659090909090909,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=no_income,False,val,,,,,,,1,0.16032064128256512
L1_age=>60|L2_job=retired|L3_contact=cellular,L3,L1_age=>60|L2_job=retired,314,166,0.5063694267515924,0.39759036144578314,0.2,0.1,0.3358433734939759,0.6467661691542289,0.48148148148148145,0.9848484848484849,0.060240963855421686,0.8132530120481928,False,166,480,0.46875,0.5974242424242424,0.6984848484848485,global_default,f1_regret_bnd,,,,False,L1_age=>60|L2_job=retired|L3_contact=cellular,False,val,,103.0,0.3883495145631068,0.0,0.8349514563106796,0.3859223300970874,1,0.46875
L1_age=50-60|L2_job=self_emp,L2,L1_age=50-60,100,52,0.06,0.15384615384615385,0.2,0.1,0.1346153846153846,0.7058823529411765,0.6666666666666666,0.75,0.057692307692307696,0.17307692307692307,False,52,475,0.07157894736842105,0.8068181818181819,0.9431818181818182,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=self_emp,False,val,,,,,,,1,0.07157894736842105
L1_age=40-50|L2_job=self_emp|L3_contact=cellular,L3,L1_age=40-50|L2_job=self_emp,301,124,0.09302325581395349,0.0967741935483871,0.5,0.2,0.1028225806451613,0.5384615384615384,0.5,0.5833333333333334,0.08064516129032258,0.11290322580645161,False,124,425,0.09411764705882353,0.7336309523809523,0.9270833333333334,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=self_emp|L3_contact=cellular,False,val,,129.0,0.11627906976744186,0.0,0.06976744186046512,0.09496124031007752,1,0.09411764705882353
L1_age=30-40|L2_job=no_income|L3_contact=cellular,L3,L1_age=30-40|L2_job=no_income,235,100,0.2170212765957447,0.15,0.4,0.3,0.1075,0.7142857142857142,0.7692307692307693,0.6666666666666666,0.04,0.13,False,100,335,0.19701492537313434,0.803921568627451,0.943529411764706,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=no_income|L3_contact=cellular,False,val,,97.0,0.2268041237113402,0.0,0.30927835051546393,0.16494845360824742,1,0.19701492537313434
L1_age=50-60|L2_job=retired|L3_contact=unknown,L3,L1_age=50-60|L2_job=retired,225,98,0.057777777777777775,0.04081632653061224,0.4,0.3,0.030612244897959183,0.6666666666666665,0.6,0.75,0.030612244897959183,0.05102040816326531,False,98,323,0.05263157894736842,0.8537234042553192,0.9893617021276595,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=retired|L3_contact=unknown,False,val,,78.0,0.02564102564102564,0.0,0.01282051282051282,0.0641025641025641,1,0.05263157894736842
L1_age=<=30|L2_job=self_emp,L2,L1_age=<=30,65,48,0.2,0.10416666666666667,0.5,0.2,0.09375,0.6,0.6,0.6,0.125,0.10416666666666667,False,48,305,0.18360655737704917,0.7302325581395348,0.9348837209302325,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=self_emp,False,val,,,,,,,1,0.18360655737704917
L1_age=40-50|L2_job=no_income,L2,L1_age=40-50,72,45,0.041666666666666664,0.13333333333333333,0.4,0.2,0.027777777777777776,0.9090909090909091,1.0,0.8333333333333334,0.044444444444444446,0.1111111111111111,False,45,288,0.125,0.9038461538461539,0.9957264957264957,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=no_income,False,val,,,,,,,1,0.125
L1_age=50-60|L2_job=self_emp|L3_contact=cellular,L3,L1_age=50-60|L2_job=self_emp,207,74,0.07246376811594203,0.13513513513513514,0.6,0.4,0.12837837837837837,0.6666666666666666,1.0,0.5,0.04054054054054054,0.06756756756756757,False,74,281,0.08896797153024912,0.734375,0.94375,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=self_emp|L3_contact=cellular,False,val,,64.0,0.03125,0.0,0.015625,0.05859375,1,0.08896797153024912
L1_age=50-60|L2_job=white_collar|L3_contact=telephone,L3,L1_age=50-60|L2_job=white_collar,193,81,0.11917098445595854,0.12345679012345678,0.2,0.1,0.12345679012345678,0.64,0.5333333333333333,0.8,0.09876543209876543,0.18518518518518517,False,81,274,0.12043795620437957,0.8014084507042254,0.919718309859155,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=white_collar|L3_contact=telephone,False,val,,71.0,0.07042253521126761,0.0,0.11267605633802817,0.11619718309859155,1,0.12043795620437957
L1_age=40-50|L2_job=blue_collar|L3_contact=telephone,L3,L1_age=40-50|L2_job=blue_collar,198,66,0.06060606060606061,0.015151515151515152,0.4,0.2,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,False,66,264,0.04924242424242424,0.5,0.9076923076923077,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=blue_collar|L3_contact=telephone,False,val,,50.0,0.08,0.0,0.06,0.045,1,0.04924242424242424
L1_age=30-40|L2_job=self_emp|L3_contact=unknown,L3,L1_age=30-40|L2_job=self_emp,175,72,0.05142857142857143,0.013888888888888888,0.7,0.4,0.020833333333333332,0.0,0.0,0.0,0.041666666666666664,0.0,False,72,247,0.04048582995951417,0.4859154929577465,0.971830985915493,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=self_emp|L3_contact=unknown,False,val,,63.0,0.047619047619047616,0.0,0.0,0.07539682539682539,1,0.04048582995951417
L1_age=40-50|L2_job=white_collar|L3_contact=telephone,L3,L1_age=40-50|L2_job=white_collar,172,70,0.09883720930232558,0.11428571428571428,0.2,0.1,0.15,0.47058823529411764,0.4444444444444444,0.5,0.07142857142857142,0.12857142857142856,False,70,242,0.10330578512396695,0.685483870967742,0.8951612903225806,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=white_collar|L3_contact=telephone,False,val,,73.0,0.1917808219178082,0.0,0.2465753424657534,0.1404109589041096,1,0.10330578512396695
L1_age=30-40|L2_job=white_collar|L3_contact=telephone,L3,L1_age=30-40|L2_job=white_collar,163,76,0.10429447852760736,0.09210526315789473,0.6,0.2,0.049342105263157895,0.8333333333333333,1.0,0.7142857142857143,0.11842105263157894,0.06578947368421052,False,76,239,0.100418410041841,0.8064182194616978,0.979296066252588,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=white_collar|L3_contact=telephone,False,val,,56.0,0.10714285714285714,0.0,0.03571428571428571,0.11160714285714286,1,0.100418410041841
L1_age=50-60|L2_job=blue_collar|L3_contact=telephone,L3,L1_age=50-60|L2_job=blue_collar,177,60,0.062146892655367235,0.06666666666666667,0.4,0.3,0.06666666666666667,0.6666666666666666,1.0,0.5,0.0,0.03333333333333333,False,60,237,0.06329113924050633,0.75,0.9553571428571429,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=blue_collar|L3_contact=telephone,False,val,,52.0,0.019230769230769232,0.0,0.038461538461538464,0.02403846153846154,1,0.06329113924050633
L1_age=<=30|L2_job=self_emp|L3_contact=cellular,L3,L1_age=<=30|L2_job=self_emp,156,68,0.22435897435897437,0.16176470588235295,0.6,0.1,0.19852941176470587,0.39999999999999997,0.75,0.2727272727272727,0.39705882352941174,0.058823529411764705,False,68,224,0.20535714285714285,0.4609250398724083,0.8437001594896332,global_default,f1_regret_bnd,,,,False,L1_age=<=30|L2_job=self_emp|L3_contact=cellular,False,val,,59.0,0.0847457627118644,0.0,0.06779661016949153,0.1440677966101695,1,0.20535714285714285
L1_age=>60|L2_job=retired|L3_contact=telephone,L3,L1_age=>60|L2_job=retired,169,55,0.40828402366863903,0.38181818181818183,0.6,0.4,0.21818181818181817,0.8,0.8421052631578947,0.7619047619047619,0.16363636363636364,0.34545454545454546,False,55,224,0.4017857142857143,0.7338935574229692,0.8711484593837535,global_default,f1_regret_bnd,,,,False,L1_age=>60|L2_job=retired|L3_contact=telephone,False,val,,57.0,0.3508771929824561,0.0,0.2631578947368421,0.3991228070175439,1,0.4017857142857143
L1_age=50-60|L2_job=no_income,L2,L1_age=50-60,59,60,0.11864406779661017,0.13333333333333333,0.6,0.3,0.08333333333333333,0.7692307692307693,1.0,0.625,0.1,0.08333333333333333,False,60,216,0.1527777777777778,0.7740384615384616,0.9615384615384615,global_default,f1_regret_bnd,,,,False,L1_age=50-60|L2_job=no_income,False,val,,,,,,,1,0.1527777777777778
L1_age=30-40|L2_job=blue_collar|L3_contact=telephone,L3,L1_age=30-40|L2_job=blue_collar,146,69,0.0684931506849315,0.057971014492753624,0.4,0.3,0.0,1.0,1.0,1.0,0.0,0.057971014492753624,False,69,215,0.06511627906976744,1.0,1.0,global_default,f1_regret_bnd,,,,False,L1_age=30-40|L2_job=blue_collar|L3_contact=telephone,False,val,,47.0,0.0851063829787234,0.0,0.06382978723404255,0.0851063829787234,1,0.06511627906976744
L1_age=40-50|L2_job=self_emp|L3_contact=unknown,L3,L1_age=40-50|L2_job=self_emp,141,59,0.0425531914893617,0.06779661016949153,0.4,0.1,0.038135593220338986,0.8571428571428571,1.0,0.75,0.01694915254237288,0.05084745762711865,False,59,200,0.05,0.865909090909091,0.9954545454545455,global_default,f1_regret_bnd,,,,False,L1_age=40-50|L2_job=self_emp|L3_contact=unknown,False,val,,55.0,0.0,0.0,0.03636363636363636,0.045454545454545456,1,0.05
